phrase	snomed_id	similarity
messager..the grey envelope	40917007	0.10893402
counsellor/therapist	40917007	0.18378356
bewilderment/stress	40917007	0.1761091
cfs/me/fibromyalgia	40917007	0.28463006
small anti-depressant	40917007	0.18136403
natural anti-depressants	40917007	0.20648459
primary care-giver	40917007	0.2878384
mertazapine	224960004	0.16442913
sugar rush	224960004	0.27290916
childrens sleep	224960004	0.29997516
mirtazapine	262286000	0.22825582
dosage 15mg	262286000	0.2754652
weight gain	262286000	0.737993
mirtazapine	262286000	0.22825582
negative thoughts	40917007	0.25210488
n't dwell	40917007	0.28060293
ca n't	40917007	0.13866054
laparoscopy 08/05/2014	90673000	0.21662168
stomach pain	90673000	0.5245843
blood test	90673000	0.29991445
b12	90673000	0.14143902
mebrevine 135mg	90673000	0.16283585
acid reflux	90673000	0.4240635
ibs	90673000	0.17261153
yoga positions	90673000	0.15535021
sleep mode	224960004	0.28937447
ca n't	224960004	0.07919715
brain zaps	262286000	0.15342662
citalopram for2 months	262286000	0.07050812
weight gain	262286000	0.737993
memory loss	262286000	0.26599616
ace worrier	262286000	0.09282573
weight gain	262286000	0.737993
st jons wort	262286000	0.1242383
horendous pain	40917007	0.2584703
fibromyalgia	40917007	0.2235682
fibro	40917007	0.10941102
neuropathic pain	40917007	0.33018473
muscles/tendons/joints etc	40917007	0.13136455
severe stiffness	40917007	0.3016258
chronic health problems	40917007	0.22361602
jules.\	40917007	0.223288
horendous pain	40917007	0.2584703
fibromyalgia	40917007	0.2235682
fibro	40917007	0.10941102
neuropathic pain	40917007	0.33018473
muscles/tendons/joints etc	40917007	0.13136455
severe stiffness	40917007	0.3016258
chronic health problems	40917007	0.22361602
energy loss	40917007	0.25635195
eec mri	40917007	0.10058512
diabetic dad	40917007	0.1661573
weight watchers	40917007	0.09628283
gp	40917007	0.03917112
i ate sugar	40917007	0.17403358
blood sugar tests	40917007	0.26155198
blood sugar	40917007	0.29257655
average blood sugar level	40917007	0.18689585
blood sugar	40917007	0.29257655
choc biscuits	40917007	0.15211794
sausage potatoes bread	40917007	0.07105005
bbq sauce	40917007	0.19779164
blood sugar	40917007	0.29257655
s.a.d	40917007	0.17933306
emotions ..been	40917007	0.34980094
¾ weeks	40917007	0.09651646
stuff..when i	40917007	0.13423729
do.. p.s	40917007	0.07630862
s.a.d	40917007	0.17933306
n't help.. doesent	40917007	0.13482833
self iv	40917007	0.11735412
food etc..he drinks	40917007	0.11153673
horrible 'light switch moment	32914008	0.29261008
horrible 'light switch moment	60119000	0.1428145
restless legs	32914008	1.
restless legs	60119000	0.40402466
upset stomach	32914008	0.43125322
upset stomach	60119000	0.30094296
panic attack	22298006	0.2926091
deep breaths hug	22298006	0.12193574
pillow hug animal	22298006	0.06875914
nice cold rag	22298006	0.06783545
depression/anxiety/panic attacks	224960004	0.16594903
drs	224960004	0.17954916
hrt	224960004	0.15803686
post traumatic stress	224960004	0.12015747
citalopram	224960004	0.20668328
'm feeling	224960004	0.32428774
salty taste	224960004	0.2878598
cardiologist	224960004	0.10661817
electrophysiologist	224960004	0.13546556
atrial fibrillation	224960004	0.07784684
cardiologists	224960004	0.13325517
n't specialise	224960004	0.0281342
muscle tension	250069006	0.99999994
fine..im 23..so docs	250069006	0.09008035
fine..i guess	250069006	0.14501472
muscles aches	250069006	0.63096887
pain worst..just	250069006	0.37845388
're fine..	250069006	0.13878705
private cortisol blood	262286000	0.1832031
central weight gain	262286000	0.50846046
cushings lol	262286000	0.27768072
glucose blood	262286000	0.21139571
gluose blood x	262286000	0.24977255
tremendous weight gain	262286000	0.63274586
field hockey	262286000	0.13430092
striae marks	262286000	0.28652626
onset symtoms	262286000	0.28139597
withdrawal symptoms horrendous	32914008	0.28320533
withdrawal symptoms horrendous	250069006	0.13905108
facial	32914008	0.31544334
facial	250069006	0.3130963
odd feeling	32914008	0.3756043
odd feeling	250069006	0.28664827
restless leg	32914008	0.91990006
restless leg	250069006	0.3860818
muscle tension	32914008	0.35336092
muscle tension	250069006	0.99999994
swollen gland	60238002	0.32016551
experience eye	60238002	0.1679005
muscle spasm	60238002	0.7776247
old female	224960004	0.31910712
odd bowel behaviour/ abdominal problems	224960004	0.05096601
loose stools	224960004	0.2842824
bad anxiety	224960004	0.32933998
young woman	224960004	0.28985375
healthy diet	224960004	0.29103234
strong cheeses	224960004	0.21891043
blood tests	224960004	0.26215032
gastro clinic	224960004	0.01795671
peptic ulcers	224960004	0.05003436
bowel cancer	224960004	0.08714235
immune system	224960004	0.21992482
n't sleep	224960004	0.381621
n't sleep	262286000	0.1342692
huge weight gain	224960004	0.21132293
huge weight gain	262286000	0.5590332
'm skinny	224960004	0.25243244
'm skinny	262286000	0.34807912
blood test	262286000	0.2580892
weight gain	262286000	0.737993
blood tests	224960004	0.26215032
constant lightheadness	224960004	0.35522732
blood sugar levels	224960004	0.23806703
mood swings	60119000	0.3243571
's awful	60119000	0.2434738
depo injection	262286000	0.22473258
negative experience	262286000	0.2241203
weight gain	262286000	0.737993
's lettie	271681002	0.21237966
stomach hurts	271681002	0.9002229
rib cage	271681002	0.34129894
stomach problem	271681002	0.81428957
stomach pain	271681002	0.89769244
good luck lettie	271681002	0.08897484
dress sizes	262286000	0.27026218
normal happy life	262286000	0.06258982
2dress sizes	262286000	0.26557192
paradoxical weight gain iv	262286000	0.5071791
weight gain	262286000	0.737993
body needs serotonin	262286000	0.15449367
tryptophan receptors	262286000	0.21333991
panic attacks	262286000	0.1610106
sons condition	40917007	0.11530171
eldest grandson	40917007	0.10571586
sons shoes	40917007	0.0427175
naughty step	40917007	0.18975484
punch bag i	40917007	0.10432844
mg escitalopram	90673000	0.20012149
'm bit	22298006	0.04766894
advid workout nut	22298006	0.19691847
grabbing sensations	22298006	0.0583872
grabbing pain	22298006	0.11171269
bilateral pain	22298006	0.28209394
intercostal ribs	22298006	0.3007686
nerve pain type	22298006	0.212365
gralise	22298006	0.06283175
lithium	22298006	0.137686
gym supps	22298006	0.05806924
inflammation lines	22298006	0.22193566
chest creases	22298006	0.19977534
bothersome pain	22298006	0.09960815
xiphoid	22298006	0.24911106
ribs area	22298006	0.17137828
ca n't	22298006	0.02837771
blood disorders	22298006	0.18521379
nerve discomfort	22298006	0.17693143
causes pain	22298006	0.15113513
possible sympton	22298006	0.10538277
active outdoor life	22298006	0.00977973
severe pain	22298006	0.23165622
back teeth	22298006	0.08641808
jaw ache	22298006	0.1427078
local hospital	22298006	0.1110217
very quick ecg	22298006	0.44665685
was required to attend for an excercise ecg which	22298006	0.35061443
nicname **** thanks	22298006	0.0706485
right shoulder pain	309539008	0.39544207
right leg	309539008	0.32727963
bit.. snuggle	60119000	0.2820744
ca n't	22298006	0.02837771
anxiety disorder symptoms	224960004	0.24412295
physical activity	224960004	0.2430934
symptoms worsen	224960004	0.24597731
symptoms cos	224960004	0.25487846
muscle tension	250069006	0.99999994
doctors appointment	22298006	0.05793811
panic attack	60119000	0.32199502
hospital appointment	60119000	0.25771767
anxiety	60119000	0.39604405
real illness	60119000	0.30826956
mental illnesses	60119000	0.2657231
right leg	54981004	0.12915766
charley horse	54981004	0.17246541
sudden onset pain	54981004	0.07207692
meds	54981004	0.10265253
severe leg	54981004	0.01257462
arm pain	54981004	0.16657773
constant anxiety	22298006	0.12769622
panic attacks	22298006	0.2978208
severe depression	22298006	0.21978062
kava	22298006	0.23439658
coeliac	40917007	0.09857188
hypoactive thyroid	40917007	0.09468879
active iodine	40917007	0.0984419
constant examination	40917007	0.23890254
bloodtest etc.by	40917007	0.18277095
arthritic thumb joints	40917007	0.13633063
itchy scalp	40917007	0.27772358
stomach pains whilst	40917007	0.21626315
gregarious appetite	40917007	0.32575738
thyroid symptoms	40917007	0.14121401
biopsy report	40917007	0.09160026
red wine	40917007	0.1719029
overweight	405729008	0.3142894
colon cancer	405729008	0.21798679
bm	405729008	0.33954802
hard stool	405729008	0.23916046
stomach pain	405729008	0.13338503
soft stool	405729008	0.21578075
normal stool	405729008	0.17644382
white seed/nut	405729008	0.18620788
n't eaten	405729008	0.24039152
pain	405729008	0.30171305
upper right abdomen	405729008	0.04220404
middle abdomen	405729008	0.15451784
full rectal pain	405729008	0.17179711
blood test	405729008	0.26445574
feacal occult test	405729008	0.11875496
abdominal ultrasound	405729008	0.12309876
small town ultrasound place	405729008	0.0444589
hi sparrow	224960004	0.16918379
constant head aches	224960004	0.3364048
ca n't	224960004	0.07919715
herbal medication	224960004	0.11437657
muscle jerks	60238002	0.6545159
muscle jerks	249966004	0.28635502
muscle jerks	60238002	0.6545159
muscle jerks	249966004	0.28635502
heart rate	224960004	0.31322554
verapamil	224960004	0.20442581
svt	224960004	0.02193638
catheter ablation 20th	224960004	0.02594507
fuzzy spells	224960004	0.30582297
heart rate	224960004	0.31322554
bright red blood	271681002	0.29408634
dark red blood clots	271681002	0.208893
red blood	271681002	0.34895545
toilet water	271681002	0.28989956
stomach pain	271681002	0.89769244
sigmoid colon	271681002	0.2322312
if anyone has any suggestions on tests or causes or remedies for my condition	271681002	0.13694274
colonscopy i	405729008	0.29269785
tomatos skin	405729008	0.22410418
mg tablet	405729008	0.09200785
metronidazole	405729008	0.07195526
stool doc	405729008	0.11026646
infection etc	405729008	0.26716802
nexplanon	40917007	0.05654833
brownish discharge	40917007	0.14533031
body tempreture	90673000	0.25702497
body tempreture	224960004	0.28817692
heat rash	90673000	0.43251747
heat rash	224960004	0.25153404
sun burn	90673000	0.56210256
sun burn	224960004	0.22975615
blood tests	90673000	0.26159805
blood tests	224960004	0.26215032
similar symptoms	90673000	0.31623417
similar symptoms	224960004	0.23787214
restless leg syndrome	32914008	0.803644
vitamin d	32914008	0.1839506
restless legs disapear	32914008	0.9198898
blood test result	32914008	0.21759859
bad restless legs	32914008	0.8663944
's ok	32914008	0.1335701
guinea pigs	32914008	0.205331
diet sheet	60119000	0.27109182
gp	60119000	0.25269535
'these ops	60119000	0.04938893
daughter suffers	224960004	0.18336165
head aches	224960004	0.31838304
muscle strength	224960004	0.2997746
health anxiety	22298006	0.21634898
vitamin deficiency	22298006	0.20288932
mri	22298006	0.30125344
x-rays	22298006	0.15752062
possible nerve damage	22298006	0.17619756
severe silent reflux	22298006	0.22707608
causes heart attack symptoms	22298006	0.42773342
numbness	22298006	0.2898407
dizziness neck ache	22298006	0.1185315
headaches diarrhea	22298006	0.07741377
's anxiety	22298006	0.18666495
chest pain	22298006	0.38938892
neuropathic pain	22298006	0.1462914
jaw pain chest pain pains	22298006	0.28512472
100mg pregabalin	22298006	0.30490583
nurse practioner	60119000	0.18017417
formal diagnosis	60119000	0.23715043
therapy sessions	60119000	0.20583427
mood anxiety loss	40917007	0.2734453
ca n't	40917007	0.13866054
serious illness	40917007	0.20245996
ca n't	40917007	0.13866054
nurse n	10601006	0.13201067
big anxiety attack	10601006	0.1635223
arm numbness	10601006	0.501995
hypochondria wo n't	10601006	0.25196594
serious desease	10601006	0.28091496
random pain	10601006	0.5107996
ca n't control	10601006	0.02583271
armpits ache	10601006	0.46226475
ca n't	10601006	0.13206547
heart trouble	10601006	0.218438
side chest pain	10601006	0.40773326
donate blood 2months	10601006	0.18214764
... .i 'm	10601006	0.13861865
jaws hurt	10601006	0.3229536
blind panic whenever	10601006	0.19872579
leg pain	10601006	0.6528692
simple blood test/physical	10601006	0.19922307
downward spiral	224960004	0.23420504
big mile stone	224960004	0.0827654
depression hits	224960004	0.29162353
builds self esteem	22298006	0.01889841
anxiety	22298006	0.1909706
survival mechanism	22298006	0.15185533
giant sabertooth tigers	22298006	0.12696783
dangerous animals	22298006	0.04962978
flight mechanism part	22298006	0.17186719
acid suppressants	90673000	0.3861118
ranitidine	90673000	0.3436974
cf 75mg	90673000	0.04817736
course endoscopy	90673000	0.18291423
constipation	90673000	0.24748814
partial paralysis	26544005	0.25608742
panic attack	224960004	0.25916135
hard to take deep breaths and lots of yawning	224960004	0.31443238
withdrawal symptoms	224960004	0.24935277
panic attacks	224960004	0.22476923
wo n't elevate	224960004	0.03553871
zoloft	224960004	0.15882611
buteyko method	224960004	0.05986498
ca n't	224960004	0.07919715
satisfying deep breaths	224960004	0.31505275
smoke marijuana	224960004	0.14629644
zoloft	224960004	0.15882611
diverticular disease	90673000	0.32627672
different symptoms	90673000	0.33815128
stomach area	90673000	0.3157575
stomach pulse	90673000	0.36323953
gerd	90673000	0.39265424
normal colour	90673000	0.1696349
normal consistency	90673000	0.08592215
restless leg syndrome	32914008	0.803644
restless leg syndrome	224960004	0.31034642
adhd	32914008	0.30516544
adhd	224960004	0.2697976
minor allergy	51197009	0.33197296
insect bites	51197009	0.24397372
joints ache	51197009	0.36295846
stomach cramps	51197009	1.
usual size	51197009	0.21245219
lessen joint ache	51197009	0.33106378
insect type	51197009	0.15961134
immune system	51197009	0.3097889
meds 50mg	22298006	0.2230313
house etc 150mg	22298006	0.209934
hospital appt	277521002	0.02333534
vertigo ... ...	277521002	0.25423276
mri	277521002	0.11052191
dreadful fatigue	277521002	0.3753726
surgery ... .. 2x30mg duloxetine	224960004	0.08184206
2x50mg tramadol	224960004	0.0601144
2x30mg nefopam	224960004	0.1402322
paracetamol thrown	224960004	0.10614309
ca n't	224960004	0.07919715
mineral oil	16386004	0.40138006
body 's	16386004	0.3442913
natural oils	16386004	0.4152544
dry skin	16386004	1.
gerd	22298006	0.26789725
acid imbalance	22298006	0.14953485
chest pain	22298006	0.38938892
fundoplication	22298006	0.24842136
hiatus hernia	22298006	0.25433347
acid reflux	22298006	0.15742978
acid levels	22298006	0.09646748
% reading	22298006	-0.00612452
real flare	22298006	0.11611253
heavy pain	22298006	0.1442286
cardiac event	22298006	0.5617254
foot u	224960004	0.26763788
ca n't	224960004	0.07919715
poor bagga	224960004	0.36131242
ice pole	224960004	0.14039066
vertical talas	224960004	0.17750679
means extremliy flat feet	224960004	0.13856518
ankle compteatly..	224960004	0.16555825
ear nose	224960004	0.27320617
throat surgen needs	224960004	0.28963122
day procedure	224960004	0.04728904
bed lol..	224960004	0.33555442
citalopram	40917007	0.15909715
cold turkey	40917007	0.11784622
brain tumor	40917007	0.27572203
brain cancer	40917007	0.26686957
ca n't	40917007	0.13866054
stomach cancer..	51197009	0.6158961
stomach	51197009	0.7207341
chest	51197009	0.34026235
acid	51197009	0.2112244
phlem	51197009	0.26739416
gastric ulser	60119000	0.31588912
gastric ulser page	60119000	0.31367147
severe wind	60119000	0.3787027
muscle pain	60119000	0.28710285
care agnes xx	60119000	0.13018681
symtoms stomach crams	224960004	0.26432782
chest pain	224960004	0.2754547
shoulder blades.i	224960004	0.13799179
hiatus hernia	224960004	0.08417039
n't smoke cannabis	40917007	0.25189978
dme watesey	224960004	-0.07163126
gp	224960004	0.11459977
pain	224960004	0.3339311
left breast armpit area	224960004	0.15553635
front muscle	224960004	0.23922949
left breast	224960004	0.2161066
watesey	224960004	0.14266545
tmj	224960004	0.17803964
right ear infection	224960004	0.3057562
dental block	224960004	0.19346803
jaw pain	224960004	0.26649332
armpit pain	224960004	0.26147974
post menopausal	224960004	0.16306509
hormone issues	224960004	0.20892225
d. stopping	224960004	0.24726388
serious virus	60238002	0.27914155
chest pain	60238002	0.32070047
arm pit	60238002	0.26882392
n't panic	60238002	0.24406862
left arm pits sour	60238002	0.22572139
pectorial muscles	22298006	0.17496023
left chest/tit area	22298006	0.12755823
left arm pit area	22298006	0.20234036
chest pain	22298006	0.38938892
arm pit	22298006	0.12591903
left arm	22298006	0.27509433
anxiety attacks	22298006	0.28489682
physical therapy stretches	22298006	0.23102355
depression causes	277521002	0.5461914
physical symptoms	277521002	0.30398232
good therapist	277521002	0.14905207
mild antidepressant	277521002	0.29761153
'll experience withdrawls	277521002	0.31281787
high blood pressure	60119000	0.28975523
velerium	60119000	0.23707193
beetroot juice	60119000	0.12675157
fish oils	60119000	0.11525442
garlic salads fruit veg	60119000	0.04046526
blood/urine tests	224960004	0.24250624
bisropol	224960004	0.2942967
thumb joints	60119000	0.18467745
mri	60119000	0.27233058
accident and/or	60119000	0.24596971
flare ups	60119000	0.2553378
muscle pains	60119000	0.3010716
low doses	60119000	0.32662803
dose prescription	60119000	0.22598602
fibro pain	60119000	0.23934692
chronic	60119000	0.28087768
's life	60119000	0.15824579
stress level	224960004	0.24440348
upset stomach	162059005	1.
muscle pain	162059005	0.41261664
neck pain	162059005	0.36255682
like flu	162059005	0.28230178
ca n't	162059005	0.16997737
dry mouth episode	224960004	0.14940202
gabapentin	262286000	0.17189872
slight weight gain	262286000	0.60378367
hazel	262286000	0.0160844
thigh	78514002	0.783167
femur bone	78514002	0.3865373
xray	78514002	0.21827361
's r.e.m sleep kicking	224960004	0.27745953
withdrawal symptoms	224960004	0.24935277
20mg citalopram	224960004	0.1760849
odd anxiety attacks	224960004	0.23906194
heart poltations	224960004	0.291618
panic attacks	224960004	0.22476923
's anxiety	224960004	0.3177827
different meds	40917007	0.06956844
pill dispensers	40917007	0.1017011
dossettes	40917007	0.2866243
tablets morning	40917007	0.12305066
plant sterols	76948002	0.16184194
gp	76948002	0.15011516
good cholestrol	76948002	0.2935839
severe pain	76948002	0.9999999
peewee geepeewee gee	76948002	0.12612268
cholestrol drinks	76948002	0.26904374
severe pain	76948002	0.9999999
pain relief	76948002	0.7203172
pain returns	76948002	0.63753486
cholestrol drinks	76948002	0.26904374
cipro	224960004	0.11135018
trimethoprim	224960004	0.1671097
achy weak legs	224960004	0.32563224
nitrofurantoin	224960004	0.2525295
muscles ache	224960004	0.3421076
ca n't	224960004	0.07919715
's weird	224960004	0.31823358
'm gon na	90673000	0.0012428
weird symptoms	90673000	0.46357208
chest pains	90673000	0.45476815
weird head pressure	90673000	0.33344024
dull aches	90673000	0.46406308
heart palpitations	22298006	0.44343412
usual relaxation techniques	22298006	0.00811126
'm feeling	22298006	0.04249258
chest pains	22298006	0.3859985
heart attacks etc	22298006	0.43889216
ca n't	22298006	0.02837771
vicious circle	60119000	0.2203693
vicious circle	224960004	0.18612477
sleep xx	60119000	0.4210288
sleep xx	224960004	0.48094422
n't breath	22298006	0.10363296
's anxiety	22298006	0.18666495
ca n't focus	22298006	-0.04406428
normal self	22298006	-0.0025165
anxiety attacks	67849003	0.36195973
health anxiety attacks	67849003	0.33456415
chest pains	67849003	0.5019913
chest xray	67849003	0.31005627
ct scan	67849003	0.26858395
dye injection	67849003	0.21130398
ct scan	67849003	0.26858395
blood clots	67849003	0.3649004
pulmonary embolisms	67849003	0.13970292
right lung	67849003	0.18946198
blood clots	67849003	0.3649004
blood flow	67849003	0.26873225
heparin drip	67849003	0.22110121
blood thinner	67849003	0.30733535
pain meds	67849003	0.63856685
lovenox injections	67849003	0.29033273
blood thinner	67849003	0.30733535
coumadin pills	67849003	0.23304936
blood thinner	67849003	0.30733535
'm therapeutic	67849003	0.1242623
health anxiety attacks	67849003	0.33456415
ct scan	67849003	0.26858395
blood clots	67849003	0.3649004
pes	67849003	0.18426529
anxiety attacks	67849003	0.36195973
prolapse particulary discs	271587009	0.25524586
scar tissue	271587009	0.26091325
considerable pain	271587009	0.38516676
causes muscles	271587009	0.34583136
blue ventolin	40917007	0.20852256
man-made drug	60238002	0.21924794
rare drug reaction	60238002	0.23203366
lightweight sand	60238002	0.12251054
mental ward visits	60238002	0.13148496
complete shock	60238002	0.16562709
short term memory loss	60238002	0.21472208
uncontrollable random	60238002	0.239406
muscle jerk movements	60238002	0.67534864
horrible anxiety	60238002	0.28902838
chronic pain	60238002	0.28270537
muscle twitches	60238002	0.84968257
amitriptyline	60238002	0.22038002
flupentixol	60238002	0.00354569
amitriptyline	60238002	0.22038002
diazapam	60238002	0.28370702
methodone	60238002	0.19696446
herbal meds	60238002	0.2687602
regular meds	60238002	0.21792874
seratonine syndrome	60238002	0.28358942
sertraline again	60238002	0.2277361
fluid loss	60238002	0.1429982
electrolite loss	60238002	0.16627383
cervil spondylosis	224960004	0.14254132
gp	224960004	0.11459977
x-ray	224960004	0.17970721
symptoms ...	224960004	0.26718414
constant headache	224960004	0.3525039
body caves	224960004	0.15881461
ca n't	224960004	0.07919715
symptoms alright	22298006	0.1492016
bone spurs	22298006	0.2942848
x-ray	22298006	0.07445782
bone spur	22298006	0.2952888
t-3	22298006	0.10512981
mri	22298006	0.30125344
ct scan	22298006	0.26626843
x-ray	22298006	0.07445782
g.p	22298006	0.03487403
tendon damage	271587009	0.51991177
bone graft	271587009	0.3471669
physio	271587009	0.56013834
2-3_weeks b4 surgery	271587009	0.07228936
moon boot	271587009	0.12027254
physio	271587009	0.56013834
months post surgery	271587009	0.07318182
physio	271587009	0.56013834
knee scooter	271587009	0.23499295
crutches	271587009	0.33188817
terrain walker	271587009	0.09140998
bakers cyst	271587009	0.28215775
good leg	271587009	0.25499582
physio	271587009	0.56013834
small frame	262286000	0.20311293
pip	40917007	0.16561943
ca n't	224960004	0.07919715
sleep	224960004	0.45859236
ca n't relax	224960004	0.20976885
ca n't	40917007	0.13866054
anxiety symtoms	40917007	0.34712315
therapy session	162059005	0.09495001
'm anxious	162059005	0.28800264
upset tummy	162059005	0.83400726
anxiety meds	162059005	0.39810538
bisporolol	224960004	0.13714468
bisoprolol	224960004	0.31949174
n't walk	224960004	0.18799467
slow rhytms	224960004	0.36102572
new palpitations	224960004	0.2847889
bp	224960004	0.09818511
new phantom disease	224960004	0.2079046
's side effects	224960004	0.12880552
sinus tachcycardia	224960004	0.24102688
physical activity	224960004	0.2430934
new tachycardia	224960004	0.24773428
sinus tachycardia	224960004	0.218294
heart rate	60032008	0.20431381
slow heart rate	60032008	0.28170812
poor memory	60032008	0.36551607
wrong tube	22298006	0.13819459
drink fluids	22298006	-0.06544016
hard pill	22298006	0.09814165
side hole	22298006	0.13684706
side lung	22298006	0.29958504
chest discomfort	22298006	0.25321257
upper middle chest	22298006	0.22307253
blood pressure	22298006	0.250035
swallow test	22298006	0.09139331
'i ca n't	22298006	0.00641141
capsule block middle/right side	22298006	0.1831677
chest pain	22298006	0.38938892
achalasia sufferers	22298006	0.22941916
oesophageal patients association	22298006	0.28808096
oesophagus	22298006	0.3130529
achalasia	22298006	0.13808838
actimel	22298006	0.24392205
manuka honey	22298006	0.1391504
coconut milk	22298006	-0.00912667
fizzy water	22298006	0.08533965
itvwas achalasia	90673000	0.21468136
complex motility disorder	90673000	0.11610506
chest pain	90673000	0.47946692
extreme difficulty	90673000	0.25510177
manage liquids	90673000	0.05682717
swallow food i	90673000	0.21578428
water i drink	90673000	0.24376157
gastro dr	90673000	0.321217
horrendous chest pain	22298006	0.36348504
lansoprazole	22298006	0.11146286
hiatus hernia	22298006	0.25433347
blend soups etc	22298006	0.03514286
gp	22298006	0.03487403
barium swallow	22298006	0.17305337
gastro	22298006	0.22867568
hi hannah30321	224960004	0.17538148
drink fluids	224960004	0.22270504
small amount food	90673000	0.17863958
runny porridge	90673000	0.21276799
milky drinks	90673000	0.3127278
stomach i	90673000	0.32365
top lump	90673000	0.24291316
throat horrible	90673000	0.37144464
lots weight	90673000	0.09941609
hi hannah30321	224960004	0.17538148
constant headaches	224960004	0.34529728
memory loss	224960004	0.16177127
protonix pills	224960004	0.18729465
acid reflux	224960004	0.12702915
gastro dr.	90673000	0.321217
chest pain	90673000	0.47946692
lansoprazole	90673000	0.29447
strong pills	90673000	0.22430748
stents	22298006	0.59523714
chest compressions	22298006	0.37215164
hospital visits	22298006	0.11795145
weeks 'bumps	22298006	0.00656655
autovastatin	22298006	0.01219284
clopidogrel	22298006	0.2043086
's ectopic beats	22298006	0.31380832
ablation etc	22298006	0.3164727
12+ months afterwards	26079004	-0.00539923
12+ months afterwards	22298006	0.05276928
mri	26079004	0.23514009
mri	22298006	0.30125344
previous heart attack	26079004	0.23262998
previous heart attack	22298006	0.4826802
ectopic beats	26079004	0.20208314
ectopic beats	22298006	0.3733673
palpatations/ ectopics	26079004	0.4111725
palpatations/ ectopics	22298006	0.453276
angiograms	26079004	0.20314376
angiograms	22298006	-0.01074739
artery narrowings	26079004	0.0431516
artery narrowings	22298006	0.34670419
palps/ ectopics	26079004	0.2536307
palps/ ectopics	22298006	0.27282137
heart problem	26079004	0.23373495
heart problem	22298006	0.4300946
knee jerk	26079004	0.21577163
knee jerk	22298006	0.04200313
hubby feeling	26079004	0.14649996
hubby feeling	22298006	0.07735451
vital organ	26079004	0.0683001
vital organ	22298006	0.1492272
angiogram	26079004	0.2644792
angiogram	22298006	0.6048036
... .if shows	26079004	0.00949312
... .if shows	22298006	0.00922386
stents ok	26079004	0.19708732
stents ok	22298006	0.4588582
elbow pain	74323005	0.88169175
elbow pain	426206001	0.5693308
tissue massage	74323005	0.3074922
tissue massage	426206001	0.24850938
hyper immune reaction	74323005	0.26621577
hyper immune reaction	426206001	0.19988583
constant pain	74323005	0.6199287
constant pain	426206001	1.0000002
ibs	74323005	0.1903038
ibs	426206001	0.28064317
extreme stress	74323005	0.3554981
extreme stress	426206001	0.40943798
chest pain	22298006	0.38938892
high gear	22298006	0.15678555
weird chest aches	22298006	0.1827982
pain im	162059005	0.4607516
asthma	60119000	0.29256862
chest ex-ray	60119000	0.2690342
forgetful etc	224960004	0.23612219
panic attacks	224960004	0.22476923
tight chest	224960004	0.3449334
chest yes	224960004	0.26657873
's sh*t	224960004	0.2971328
gon na die.all	60119000	0.15021476
baby does.also	60119000	0.19328612
new hip pain	49218002	0.84632945
normal activity	49218002	0.09708483
chronic knee dislocations	49218002	0.40121242
orthopedic surgeon	49218002	0.31950942
'bendy bones	49218002	0.39941415
sharp pain	49218002	0.5870112
right 'hip joint	49218002	0.6390876
day worw	49218002	0.12869631
hip pain	49218002	1.0000001
severe pain	49218002	0.6476739
gp	49218002	0.13619027
hip flexor strain	49218002	0.7362962
pain	49218002	0.65094405
hip joint	49218002	0.7307099
heel strikes ground	49218002	0.3918299
sharp grabbing pain	49218002	0.5376961
soft tissue injury	49218002	0.3652775
bad similar injury	49218002	0.2860831
blood tests	32914008	0.33546805
undiagnosed	32914008	0.3444358
cd causes deficiencies	32914008	0.20013344
sleep apnoea	32914008	0.5391278
restless legs..	32914008	1.
thyroid disease	32914008	0.31244874
autoimmune diseases..	32914008	0.22638758
-two bottles	60119000	0.2588489
kitchen tablecloth	60119000	0.03489533
ca n't	60119000	0.15853156
complete weakness	60119000	0.28148845
medication i	60119000	0.15801585
physical therapy	202882003	0.36029902
plantar fasciitis	202882003	1.0000002
inner mid-arch area	202882003	0.14595106
big toe side	202882003	0.32475954
hi tonydi	262286000	0.13480227
... .water retention	262286000	0.4059092
common characteristic	262286000	0.12950854
amlodipine	262286000	0.20497912
swollen ankles	262286000	0.41005957
water retention	262286000	0.4059092
n't experience	262286000	0.10617623
amlodipine	262286000	0.20497912
weight gain	262286000	0.737993
amlodipine	262286000	0.20497912
parental guilt	224960004	0.23048624
mummy	224960004	0.3077361
rhinitis	224960004	0.26027897
suffer bouts	224960004	0.31949878
runny nose	224960004	0.39217454
phernergan	224960004	0.24051432
hay fever nasal spray	224960004	0.17602776
hay fever	224960004	0.36218625
natural treatment	224960004	0.18471546
s sleep	224960004	0.4054011
sore head	224960004	0.39935595
general yuk feeling	224960004	0.28532776
mis-	60119000	0.2246624
chronic cognitive dysfunction	60119000	0.27052826
cupboard..and ...	60119000	0.24404477
brain rest	60119000	0.4593812
upset stomach	162059005	1.
small meals	162059005	0.42702204
post natal depression	60119000	0.28674388
pnd	60119000	0.34780353
sleep depravation	60119000	0.47287494
ca n't share	262286000	0.09239724
weight gain	262286000	0.737993
extreme hunger	262286000	0.27951935
drunken binge	262286000	0.2261502
ca n't function	262286000	0.08950862
extreme hunger	262286000	0.27951935
doc appointment	40917007	0.11051274
zopliclone i	40917007	0.16366844
zopiclone u dont work arh	40917007	0.06598882
help.. hugs xxx	40917007	0.1652606
panic attacks	301345002	0.35203615
cold turkey	301345002	0.2597323
