phrase	snomed_id	similarity
's ok	224960004	0.26968873
stress triggers	224960004	0.22481522
posted.lee x	224960004	0.21741688
weird vertigo	60238002	0.2986202
heavy sensation meet	263897001	0.50038826
neck area	263897001	0.28281236
breathing	263897001	0.3316561
memory foamy	263897001	0.28246385
pressure points	263897001	0.3523029
mindfullness	263897001	0.16633107
healing	263897001	0.27996752
ssri	419145002	0.17579274
hardest symptom	419145002	0.24727194
current diet	162059005	0.16493732
drink milk	162059005	0.29278165
dairy	162059005	0.3447368
usual meal	162059005	0.42398733
diet ...	162059005	0.25470215
fatty foods	162059005	0.29009745
ate pizza	162059005	0.38999623
upset stomach	162059005	1.
normal foods	162059005	0.2533494
gain weight	162059005	0.29969645
fatty foods	162059005	0.29009745
anxiety moments	224960004	0.24258222
ca n't	224960004	0.07919715
physical ailments	224960004	0.29238772
panic	224960004	0.22767921
panic	79823003	1.
panic attack	224960004	0.25916135
panic attack	79823003	0.7835643
panic disorder	224960004	0.21612094
panic disorder	79823003	0.74767363
panic attacks	224960004	0.22476923
panic attacks	79823003	0.7343409
anxiety/panic disorder	224960004	0.23202279
anxiety/panic disorder	79823003	0.43622988
'with determination	224960004	0.07865092
'with determination	79823003	0.06994282
sister 's birthday	79823003	0.04231627
panic attack	79823003	0.7835643
panic attacks	263897001	0.38136148
sleep clinic	263897001	0.21655399
long island	263897001	0.253589
progressive muscle relaxation exercises	263897001	0.26010966
feet flat	263897001	0.2349056
mg. mirtazapine	263897001	0.1419652
's suggestion	263897001	0.15766862
mild depression	263897001	0.37670618
panic attacks	79823003	0.7343409
panic attack ... ... .it	79823003	0.75233704
panic attack	79823003	0.7835643
panic attacks	79823003	0.7343409
hopeless ... ... ..im	79823003	0.3593583
anxiety sufferer	224960004	0.3020109
loads mg valium	224960004	0.14235058
beta blockers etc	224960004	0.14386159
mg valium	224960004	0.11747821
beta blocker	224960004	0.0905979
free diet	203082005	0.2986737
traditional symptoms .mine	203082005	0.32355672
abnormal ekg	79823003	0.30272746
panic mode	79823003	0.82219505
neourologist pain management dr	79823003	0.11129877
great health insurancebut	79823003	-0.04004392
pain	79823003	0.31541926
left arm	79823003	0.1804479
sore n alittle	79823003	0.14897329
upper neck n	79823003	-0.03347173
chest pain n	79823003	0.24816857
pain management dr	79823003	0.183263
ne tramodol n	79823003	0.06031141
stress n costio pain	79823003	0.16895571
mammo n	79823003	0.05582819
prevacid n nexium	79823003	0.17232025
caths amd	224960004	0.12372933
ekg	224960004	0.14683029
cath lab	224960004	0.0404774
dr.s	224960004	0.17954916
ca n't	224960004	0.07919715
n't bore	238131007	0.1348755
ekg	238131007	0.23808002
chest x-ray	238131007	0.21463296
blood pressure	238131007	0.4121954
pulse rate	238131007	0.2843483
pounds overweight	238131007	0.83814895
prednisone prescription	238131007	0.2503752
chest side	238131007	0.2865985
needle pains	238131007	0.22054417
panic	79823003	1.
bad panic/anxiety	79823003	0.39982975
leg numb hollow	224960004	0.26866
dizzy weard spells	224960004	0.368048
meany blood tests	224960004	0.2689929
chiari	224960004	0.13728836
chiari warrior	224960004	0.19543299
pastry shop	224960004	0.04514323
panic etc	79823003	0.7996045
diagnosed	162059005	0.28785267
routine colonoscopy	162059005	0.25663984
bad wind	162059005	0.4992305
loo yes	162059005	0.18468735
stomach ache	162059005	0.8198751
codine phosphate	162059005	0.14692426
sudden onsets	162059005	0.38838565
apple juice	162059005	0.29724714
ginger carrot celery	162059005	0.255515
sunflower seeds	162059005	0.23979214
mg diazepam	79823003	0.21207094
boom anxiety	79823003	0.44958714
private cardiologist	79823003	0.23044033
day holter monitor	79823003	0.27735353
anxiety attack	79823003	0.5623541
atrial fibrillation	224960004	0.07784684
bizoprolol 5mg	224960004	0.10222135
gp	224960004	0.11459977
high pulse	224960004	0.34375894
dreamless sleep state	224960004	0.2771448
bills money home	224960004	0.2049922
dangerous scans	224960004	0.13909891
lymp node	224960004	0.1278269
sleep	79823003	0.36045372
sleep sleep	79823003	0.21210109
costochondritis	79823003	0.1592778
bad chest pains	79823003	0.28542772
costochrondritis	79823003	0.27927488
diagnoses t	79823003	0.1346579
rub pain gel	79823003	0.15688297
good sports bra	79823003	0.06147368
costochondritis	79823003	0.1592778
pt	419145002	0.19929036
craniosacral	419145002	0.15696554
gentle therapy	419145002	0.30306625
pain whick	419145002	0.3572213
pt	419145002	0.19929036
chinese therapy	419145002	0.25130135
x-rays	79823003	0.07945684
blood test	79823003	0.24887896
myofascial pain syndrome	203082005	0.60538816
double pain	203082005	0.33577478
bad pain	203082005	0.3165236
gp	203082005	0.10828236
tennis elbow	203082005	0.286772
repetitive movements ...	203082005	0.142687
tennis elbow	203082005	0.286772
myofascial	203082005	0.48290694
pain syndrome	203082005	0.5378204
sunnybrook hosptial	203082005	0.28454393
old female	203082005	0.09945914
fibromyalgia	203082005	1.
joint hypermobility syndrome	203082005	0.4841777
abdominal pain	203082005	0.35351312
severe abdominal pain	203082005	0.36261085
joint pain	203082005	0.52924013
fibro	203082005	0.77729297
stool sample	203082005	0.09214945
calprotectin	203082005	0.03389407
ibd	203082005	0.3644832
crohns	203082005	0.46335837
colitis	203082005	0.3713485
gastroenteroligist	203082005	0.11239029
flare ups	203082005	0.2005195
ibd	203082005	0.3644832
severe stomach cramps	51197009	0.8777996
stomach cramps	51197009	1.
olive oil	51197009	0.15723868
stomach cramps	51197009	1.
olive oil	51197009	0.15723868
ca n't	224960004	0.07919715
5mg ecitalopram	8357008	0.28586155
5mg ecitalopram	224960004	0.13360536
n't sleep	130989002	0.57402855
7-year addiction	130989002	0.3166443
two-week script	130989002	0.2298283
sleep deprivation	130989002	1.0000002
decent night 's sleep x	130989002	0.40470734
citalopram	79823003	0.3655902
anxiety attacks	79823003	0.5396187
clonaxepam	224960004	0.25764158
panic attack	224960004	0.25916135
explosive diarrhea	79823003	0.18867142
neck injury	79823003	0.16655439
severe anxiety	79823003	0.4437119
effexor xr	267073005	0.27485672
prozac	267073005	0.36235687
ssri	267073005	0.33697855
zoloft	267073005	0.3627896
trans esophageal echocardiogram	224960004	0.03611667
atrial septal defect	224960004	0.13161314
asd	224960004	0.20045158
genetic birth defect	224960004	0.14165473
normal life	224960004	0.27929735
citalopram	224960004	0.20668328
citalopram	79823003	0.3655902
citalopram	224960004	0.20668328
citalopram	79823003	0.3655902
citalopram	224960004	0.20668328
citalopram	79823003	0.3655902
citalopram	224960004	0.20668328
diazepam	224960004	0.14541626
diazepam	79823003	0.2961388
diazepam	224960004	0.14541626
diazepam	79823003	0.2961388
diazepam	224960004	0.14541626
diazepam	79823003	0.2961388
diazepam	224960004	0.14541626
zolpedam	224960004	0.43136597
zolpedam	79823003	0.28798217
zolpedam	224960004	0.43136597
zolpedam	79823003	0.28798217
zolpedam	224960004	0.43136597
zolpedam	79823003	0.28798217
zolpedam	224960004	0.43136597
diary	224960004	0.11925733
diary	79823003	0.2627204
diary	224960004	0.11925733
diary	79823003	0.2627204
diary	224960004	0.11925733
diary	79823003	0.2627204
diary	224960004	0.11925733
pill 10mg	224960004	0.17831212
pill 10mg	79823003	0.21794096
pill 10mg	224960004	0.17831212
pill 10mg	79823003	0.21794096
pill 10mg	224960004	0.17831212
pill 10mg	79823003	0.21794096
pill 10mg	224960004	0.17831212
10mg citalopram	224960004	0.16742331
10mg citalopram	79823003	0.26639223
10mg citalopram	224960004	0.16742331
10mg citalopram	79823003	0.26639223
10mg citalopram	224960004	0.16742331
10mg citalopram	79823003	0.26639223
10mg citalopram	224960004	0.16742331
diazepam	224960004	0.14541626
diazepam	79823003	0.2961388
diazepam	224960004	0.14541626
diazepam	79823003	0.2961388
diazepam	224960004	0.14541626
diazepam	79823003	0.2961388
diazepam	224960004	0.14541626
diazepam	79823003	0.2961388
diazepam	224960004	0.14541626
diazepam	79823003	0.2961388
diazepam	224960004	0.14541626
diazepam	79823003	0.2961388
diazepam	224960004	0.14541626
bowel habits	224960004	0.14295596
bowel habits	79823003	0.14573509
bowel habits	224960004	0.14295596
bowel habits	79823003	0.14573509
bowel habits	224960004	0.14295596
bowel habits	79823003	0.14573509
bowel habits	224960004	0.14295596
awful brain zaps	224960004	0.23639226
awful brain zaps	79823003	0.260962
awful brain zaps	224960004	0.23639226
awful brain zaps	79823003	0.260962
awful brain zaps	224960004	0.23639226
awful brain zaps	79823003	0.260962
awful brain zaps	224960004	0.23639226
pints ale	224960004	0.19189788
pints ale	79823003	0.16266689
pints ale	224960004	0.19189788
pints ale	79823003	0.16266689
pints ale	224960004	0.19189788
pints ale	79823003	0.16266689
pints ale	224960004	0.19189788
n't sleep	224960004	0.381621
n't sleep	79823003	0.26978493
n't sleep	224960004	0.381621
n't sleep	79823003	0.26978493
n't sleep	224960004	0.381621
n't sleep	79823003	0.26978493
n't sleep	224960004	0.381621
zolpidem 2am	224960004	0.28180596
zolpidem 2am	79823003	0.16666731
zolpidem 2am	224960004	0.28180596
zolpidem 2am	79823003	0.16666731
zolpidem 2am	224960004	0.28180596
zolpidem 2am	79823003	0.16666731
zolpidem 2am	224960004	0.28180596
hot flushes	224960004	0.287186
hot flushes	79823003	0.2558903
hot flushes	224960004	0.287186
hot flushes	79823003	0.2558903
hot flushes	224960004	0.287186
hot flushes	79823003	0.2558903
hot flushes	224960004	0.287186
n't sleep	224960004	0.381621
n't sleep	79823003	0.26978493
n't sleep	224960004	0.381621
n't sleep	79823003	0.26978493
n't sleep	224960004	0.381621
n't sleep	79823003	0.26978493
n't sleep	224960004	0.381621
zolpidam 1:30am	224960004	0.26355982
zolpidam 1:30am	79823003	0.19029643
zolpidam 1:30am	224960004	0.26355982
zolpidam 1:30am	79823003	0.19029643
zolpidam 1:30am	224960004	0.26355982
zolpidam 1:30am	79823003	0.19029643
zolpidam 1:30am	224960004	0.26355982
zolp	224960004	0.33389056
zolp	79823003	0.34046105
zolp	224960004	0.33389056
zolp	79823003	0.34046105
zolp	224960004	0.33389056
zolp	79823003	0.34046105
zolp	224960004	0.33389056
affy feeling	224960004	0.3728379
affy feeling	79823003	0.23272164
affy feeling	224960004	0.3728379
affy feeling	79823003	0.23272164
affy feeling	224960004	0.3728379
affy feeling	79823003	0.23272164
affy feeling	224960004	0.3728379
zolp	224960004	0.33389056
zolp	79823003	0.34046105
zolp	224960004	0.33389056
zolp	79823003	0.34046105
zolp	224960004	0.33389056
zolp	79823003	0.34046105
zolp	224960004	0.33389056
slight ropey hangover	224960004	0.30167133
slight ropey hangover	79823003	0.10015646
slight ropey hangover	224960004	0.30167133
slight ropey hangover	79823003	0.10015646
slight ropey hangover	224960004	0.30167133
slight ropey hangover	79823003	0.10015646
slight ropey hangover	224960004	0.30167133
mild buzz	224960004	0.3841765
mild buzz	79823003	0.21649367
mild buzz	224960004	0.3841765
mild buzz	79823003	0.21649367
mild buzz	224960004	0.3841765
mild buzz	79823003	0.21649367
mild buzz	224960004	0.3841765
herbal tabs	224960004	0.12002552
herbal tabs	79823003	0.19824247
herbal tabs	224960004	0.12002552
herbal tabs	79823003	0.19824247
herbal tabs	224960004	0.12002552
herbal tabs	79823003	0.19824247
herbal tabs	224960004	0.12002552
melissa dream	224960004	0.15227194
melissa dream	79823003	0.16122244
melissa dream	224960004	0.15227194
melissa dream	79823003	0.16122244
melissa dream	224960004	0.15227194
melissa dream	79823003	0.16122244
melissa dream	224960004	0.15227194
herbal sleep tablet	224960004	0.18370518
herbal sleep tablet	79823003	0.14294118
herbal sleep tablet	224960004	0.18370518
herbal sleep tablet	79823003	0.14294118
herbal sleep tablet	224960004	0.18370518
herbal sleep tablet	79823003	0.14294118
herbal sleep tablet	224960004	0.18370518
herbal sleep tab	224960004	0.17590201
herbal sleep tab	79823003	0.11696899
herbal sleep tab	224960004	0.17590201
herbal sleep tab	79823003	0.11696899
herbal sleep tab	224960004	0.17590201
herbal sleep tab	79823003	0.11696899
herbal sleep tab	224960004	0.17590201
morn ears	224960004	0.3421761
morn ears	79823003	0.19827813
morn ears	224960004	0.3421761
morn ears	79823003	0.19827813
morn ears	224960004	0.3421761
morn ears	79823003	0.19827813
morn ears	224960004	0.3421761
ear plugs wife	224960004	0.21656117
ear plugs wife	79823003	0.14762267
ear plugs wife	224960004	0.21656117
ear plugs wife	79823003	0.14762267
ear plugs wife	224960004	0.21656117
ear plugs wife	79823003	0.14762267
ear plugs wife	224960004	0.21656117
quiz bit ropey	224960004	0.1487195
quiz bit ropey	79823003	0.09328745
quiz bit ropey	224960004	0.1487195
quiz bit ropey	79823003	0.09328745
quiz bit ropey	224960004	0.1487195
quiz bit ropey	79823003	0.09328745
quiz bit ropey	224960004	0.1487195
ropey hangoverish	224960004	0.2529974
ropey hangoverish	79823003	0.2704557
ropey hangoverish	224960004	0.2529974
ropey hangoverish	79823003	0.2704557
ropey hangoverish	224960004	0.2529974
ropey hangoverish	79823003	0.2704557
ropey hangoverish	224960004	0.2529974
n't sleep	224960004	0.381621
n't sleep	79823003	0.26978493
n't sleep	224960004	0.381621
n't sleep	79823003	0.26978493
n't sleep	224960004	0.381621
n't sleep	79823003	0.26978493
n't sleep	224960004	0.381621
zolpidem 1am	224960004	0.24858573
zolpidem 1am	79823003	0.12094312
zolpidem 1am	224960004	0.24858573
zolpidem 1am	79823003	0.12094312
zolpidem 1am	224960004	0.24858573
zolpidem 1am	79823003	0.12094312
zolpidem 1am	224960004	0.24858573
depression/ anxiety	42984000	0.2833255
dry mouth	42984000	0.321931
uncontrollable diarrhea ...	42984000	0.30469355
tummy sounds	42984000	0.262106
implant works	286641001	0.04701202
crap sex drive	286641001	0.34883392
short reply ... .even	224960004	0.20577306
pain relief	224960004	0.21456307
gabapentin	224960004	0.09110214
upto 800mgms	224960004	0.13496926
night ... .but	224960004	0.39631724
n't hesitate	224960004	0.23177803
... .bron	224960004	0.1800109
sympathetic understanding doctors	60119000	0.09681017
doctor is'nt	60119000	0.15082443
proverbial brick wall	60119000	0.199561
'm reading	79823003	0.2446148
gp	79823003	0.19528289
practictioner	79823003	0.2040356
flu jab	79823003	0.2539624
pneumovax jab	79823003	0.18057668
leg ulcers	79823003	0.07406534
immune system	79823003	0.13955626
panic attacks	79823003	0.7343409
cognive behaviour session	79823003	0.05826456
doctors ca n't	79823003	0.13325979
rare spittle	79823003	0.18916795
hemoptysis i	79823003	0.1585234
i 've cough	79823003	0.23801723
hemostatic pills	79823003	0.26269394
ambroxol	79823003	0.43256524
heavy bags	79823003	0.2726487
physical activity	79823003	0.1383987
anxiety/panicky feeling	79823003	0.22004163
n't bother	224960004	0.18597859
flight mode	79823003	0.22207756
adrenaline rush	79823003	0.33280867
... ..you	277521002	0.03035528
... .it 's	277521002	0.03410712
emergency cpn	79823003	0.34614134
anxiety 1st thing	79823003	0.46483946
panic attacks	130989002	0.2668019
panic attacks	79823003	0.7343409
sleep deprivation	130989002	1.0000002
sleep deprivation	79823003	0.18082324
gp	130989002	0.11002094
gp	79823003	0.19528289
nightmare drug	419145002	0.71346855
cushings test	224960004	0.17793053
blood test	224960004	0.2722478
8a.m blood test	224960004	0.30203426
ca n't	224960004	0.07919715
cushings test	224960004	0.17793053
blood tests	224960004	0.26215032
blood test questions	224960004	0.20788944
uti 's	43364001	0.25111878
abdominal discomfort	43364001	1.0000002
clear gynae	43364001	0.26577845
reluctant tot ake hormone cream	43364001	0.22248359
kathry	43364001	-0.02492315
st johns wort	267073005	0.19852579
body experience	267073005	0.18884155
derealisation shit	267073005	0.27910304
skin photo	267073005	0.1984976
notice visual disturbances	267073005	0.11069421
anxiety/ panic attacks	79823003	0.54852664
terrible anxiety	79823003	0.38445792
panic attacks	79823003	0.7343409
st john 's wort	79823003	0.1600971
group therapy	79823003	0.15373331
different drug	79823003	0.10675132
hard language	79823003	0.15108198
terrible anxiety	79823003	0.38445792
bisoprolol	79823003	0.40473765
muscle pain	79823003	0.25000745
leg ache	79823003	0.13512993
arm ache	79823003	0.13925153
isosorbide mononitrate	79823003	0.17821375
consultant cardiologist	79823003	0.16953313
funny heartbeat	79823003	0.24893275
essential hypertension	79823003	0.20367591
e hypertension	79823003	0.20216525
candesartan	79823003	0.19682094
bp	79823003	0.34201407
funny muscle things	79823003	0.1069885
lung funtion test	79823003	0.18694967
hip op	79823003	0.2307751
hypnosis cd	224960004	0.03719497
sleep im	224960004	0.39267588
didnt sleep	224960004	0.41968408
anxiety 10×	224960004	0.31243992
doctors appointment	224960004	0.16801088
brain tumor	224960004	0.19610159
's anxiety	224960004	0.3177827
sleep	224960004	0.45859236
doctors appointment	224960004	0.16801088
panic attacks	79823003	0.7343409
drink sleep	79823003	0.24241415
ca n't	79823003	0.147845
m.h.daycare centre	224960004	0.1393086
physical ailments	79823003	0.14448753
physical symptoms	79823003	0.23614326
skin	79823003	0.23477605
cervical	224960004	0.15152596
stops xx	224960004	0.2721883
severe pains	224960004	0.30375916
sharp bursts	224960004	0.2955654
pleuritic pain	224960004	0.22378708
constant painkillers	224960004	0.27991995
helped.the pain	224960004	0.24948832
gp	224960004	0.11459977
local walk-in clinic	224960004	0.00128838
acid reflux	224960004	0.12702915
diagnosis ...	224960004	0.07561993
pleuritic pain	224960004	0.22378708
naproxen	224960004	0.02451423
naprxen	224960004	0.22121581
sickness tablets	224960004	0.22313163
chest pain episode	224960004	0.14706516
definitive symptom	224960004	0.2436466
severe phobia	224960004	0.20913368
climagest	79823003	0.27995887
ortho gynest	79823003	0.13536963
vit e	79823003	0.08685604
prozac	277521002	0.226051
prozac	224960004	0.11854163
appetite legs	277521002	0.35752597
appetite legs	224960004	0.3096789
white phlegm dry mouth	277521002	0.2702421
white phlegm dry mouth	224960004	0.21693785
light headaches nausea stomach pain	277521002	0.21508063
light headaches nausea stomach pain	224960004	0.19178288
med	277521002	-0.02856157
med	224960004	0.20736063
sertraline withdrawal	419145002	0.23534042
final dressings	224960004	0.15933958
fitflop clogs	224960004	0.247069
hemiplegic migraines	224960004	0.19435838
rare condition alot	224960004	0.23659733
nasty ache	224960004	0.41705722
induces bells palsey	224960004	0.1523
left eye droops	224960004	0.31437626
loose sensation	224960004	0.41694966
cant pass urine	224960004	0.16869207
semi concious state	224960004	0.24957949
left arm	224960004	0.2636783
short term memory loss	224960004	0.13587366
soft food diet	224960004	0.19270186
weekly dose	224960004	0.12713385
migraines im	224960004	0.21550792
gp hasnt	224960004	0.09600614
left arm	419145002	0.21549726
stroke unit	419145002	0.14892186
wd mri	419145002	0.18605357
hemiplegic migraines	419145002	0.2739324
mini stroke	224960004	0.2506686
mini stroke	60119000	0.33961797
tests mri	224960004	0.15550303
tests mri	60119000	0.25439614
ct etc	224960004	0.14571628
ct etc	60119000	0.2187282
left arm	224960004	0.2636783
migraine centre	419145002	0.19459115
vitiman b2	419145002	0.05509822
opiod painkillers	419145002	0.22239581
red bumps	238131007	0.22451305
vaginal area	238131007	0.23921426
hidradenits suppurativa	238131007	0.16599935
yeast problems	238131007	0.15908398
red bumps	238131007	0.22451305
naturopath	238131007	0.23882395
food sensitivity tests	238131007	0.20592311
naturopath	238131007	0.23882395
basic lettuce	238131007	0.22075476
olive oil	238131007	0.24400137
green beans	238131007	0.31871855
english peas	238131007	0.21774247
nightshade	238131007	0.14367187
dairy products	238131007	0.15410316
food group	238131007	0.25260675
nightshade	238131007	0.14367187
white potatoes	238131007	0.22065392
black pepper	238131007	0.18628223
goji berries	238131007	0.11128502
red pepper	238131007	0.15804783
foods ... beware	238131007	0.2452926
grocery store	238131007	0.07615539
there.my lesions	238131007	0.18528807
body 's response	238131007	0.12818947
wonderful anti-inflammatory	238131007	0.24891442
vitamin c	238131007	0.03779621
green tea	238131007	0.1539231
natural anti-histamine	238131007	0.178513
diet diet diet	238131007	0.298472
starchy foods	238131007	0.31012756
sugar intake	238131007	0.36202836
panic attacks	263897001	0.38136148
chest hurts	263897001	0.38531882
heart attack symptoms	263897001	0.2686849
panic attack symptoms	263897001	0.3710245
panic attacks	263897001	0.38136148
weight loss	224960004	0.30232602
.the gp	224960004	0.03618783
blood	224960004	0.29515445
n't sleep	224960004	0.381621
tissue ...	224960004	0.22980379
positive bloodtest	224960004	0.324445
bowel cancer	224960004	0.08714235
pre-pregnancy weight	224960004	0.20187953
pre-pregnancy weight	130989002	0.17129108
pre-pregnancy weight	224960004	0.20187953
n't gain	224960004	0.1543144
n't gain	130989002	0.15372548
n't gain	224960004	0.1543144
sleep deprivation	224960004	0.42335874
sleep deprivation	130989002	1.0000002
sleep deprivation	224960004	0.42335874
quick slice	224960004	0.19628689
quick slice	130989002	0.14817572
quick slice	224960004	0.19628689
cardio toxic	419145002	0.14372385
prescriber sertraline	419145002	0.17801008
ptsd	419145002	0.47331524
type symptoms	419145002	0.18054551
old benzo	419145002	0.21682145
heart specialist	60119000	0.19907983
panic attacks	60119000	0.30546033
left arm	60119000	0.27682388
's menopause	60119000	0.3144027
sharp chest pains	79823003	0.27176458
complete panic	79823003	0.7111515
peri menapause	79823003	0.14339408
hormonal levels	79823003	0.16192554
coenyme q10	79823003	0.1090747
fish oil	79823003	0.17173173
can.no caffiene	79823003	0.24549861
heart specialist	79823003	0.23986432
tiny tricuspid leak	79823003	0.24215975
panic attacks	79823003	0.7343409
mimics anxiety	79823003	0.4353119
menapause alters	79823003	0.19269586
menapause sites	79823003	0.16473424
body re regulates	79823003	0.12224931
hormone changes	79823003	0.20106259
classic sign	79823003	0.14521
anxiety..classic panic attacks	79823003	0.6377765
peri	79823003	0.19030413
me/cfs	203082005	0.24849428
fibromyalgia	203082005	1.
ca n't ignore	203082005	0.02358969
cbt	203082005	0.16653544
normal papitations	79823003	0.1927742
severe pain	79823003	0.25603855
flip flop feeling	79823003	0.24663197
long term sufferers	79823003	0.10659112
panic chest pain	79823003	0.5708295
abnormal chest pain	79823003	0.29047173
mild heart attacks	79823003	0.32215676
unstable angina	79823003	0.27179483
acute muscle pain	419145002	0.20874429
acute muscle pain	11193009	0.16133413
acute muscle pain	79823003	0.19062038
foot pain	419145002	0.3366209
foot pain	11193009	0.28750044
foot pain	79823003	0.1465226
knee pain	419145002	0.27559823
knee pain	11193009	0.12439279
knee pain	79823003	0.2205122
calf pain	419145002	0.35111755
calf pain	11193009	0.261617
calf pain	79823003	0.14243096
hot flush feelings	419145002	0.3193578
hot flush feelings	11193009	0.27814674
hot flush feelings	79823003	0.2292903
metallic taste	419145002	0.20242998
metallic taste	11193009	0.99999994
metallic taste	79823003	0.13063498
acute anxiety	419145002	0.35610494
acute anxiety	11193009	0.18435992
acute anxiety	79823003	0.44823456
mirena coil	79823003	0.1675116
bad panic attacks anxiety joint	79823003	0.49417937
muscle pain	79823003	0.25000745
neck headaches	79823003	0.12461585
hot flushes	79823003	0.2558903
homaopathic doctor	79823003	0.1555644
blood tests	79823003	0.25241983
big drinker	267073005	0.26388788
social drinker	267073005	0.2627759
blind drunk	267073005	0.27066502
ankle ... i	267073005	0.18684223
alcohol magnifies	224960004	0.17830127
drunk/ tipsy/	224960004	0.28836703
restless leg syndrome	32914008	0.803644
anxiety problems	32914008	0.31714565
bacterial resistance	79823003	0.09418279
stomach issues	79823003	0.24444218
acid	79823003	0.2936184
gaviscon	79823003	0.3062421
's horrible	79823003	0.18791915
insomnia	162221009	0.45405966
normal ... .also	162059005	0.10412131
normal ... .also	224960004	0.24223983
upset stomach	162059005	1.
upset stomach	224960004	0.33185658
small positives	224960004	0.28220248
feel/side effects etc	224960004	0.09986611
n't helpful	224960004	0.08904386
slight stress	263897001	0.43828934
mines did-	79823003	0.14258948
relax lite	79823003	0.35768697
panic	79823003	1.
worth £1:89	79823003	0.14007875
fluoxetine	419145002	0.1897501
drug works	419145002	0.1781902
body tolerates	419145002	0.2551439
citalopram	419145002	0.24939856
endoscopy x	79823003	0.2794753
tear ducts	224960004	0.20401949
ca n't	224960004	0.07919715
severe muscular weakness	60119000	0.27807555
chest physician ...	60119000	0.2601272
mri	60119000	0.27233058
syndrome	60119000	0.3312775
adrenal glands	60119000	0.37248975
endocrinology specialists ... tests	60119000	0.14917113
's syndrome	60119000	0.2438857
hormone systems	60119000	0.1599498
cholesterol level	238131007	0.30787277
bmi	238131007	0.54834247
family history	238131007	0.19689164
weight gain	72405004	0.5131941
persistent weight	72405004	0.38114506
ca n't	72405004	0.11405262
anxiety attack	79823003	0.5623541
fake shrooms	79823003	0.2193019
them.. doctors	79823003	0.17502172
ca n't	79823003	0.147845
mirror.. life	79823003	0.14120476
brain fog	79823003	0.26959664
feeling panic	79823003	0.7549871
ca n't	79823003	0.147845
panic	224960004	0.22767921
ocd	224960004	0.172781
does prozac	224960004	0.10660313
negative thoughts	224960004	0.27588856
fluoxetine 20mg	162059005	0.21035366
upset stomach	162059005	1.
hot flushes	162059005	0.40964916
ca n't relax	162059005	0.29219878
ca n't	162059005	0.16997737
somedays	79823003	0.21813124
bro 's	79823003	0.17568864
amwsome forrum	79823003	0.31404978
nausea	224960004	0.2968248
negative thoughts	224960004	0.27588856
panic whilst	79823003	0.84555364
gp	79823003	0.19528289
sx	79823003	0.23662923
panic attacks years	79823003	0.64621127
citramil 10years	79823003	0.05207944
panic	79823003	1.
rapid palpitations	79823003	0.42554814
panic night	79823003	0.77728593
good nights sleep	79823003	0.18231714
ca n't	79823003	0.147845
hiya carol	79823003	0.1014159
members log-on	79823003	0.07877031
sleepy crow	162221009	0.22694
physical symptoms	162221009	0.37633318
jittery tummy	162221009	0.37872922
n't trouble	162221009	0.21268615
... .it 's	162221009	0.064807
's awful	162221009	0.24133986
rational ... .so ...	162221009	0.29924822
sleepy crow	162221009	0.22694
panic subsides	79823003	0.83340603
unclear brain	224960004	0.15530172
dense text	224960004	0.27540717
toe touch	224960004	0.2763343
short distances	224960004	0.3311463
panic	79823003	1.
physical symptoms	79823003	0.23614326
neck ache	79823003	0.15313745
severe headaches	79823003	0.190539
jaw pain	79823003	0.17289442
neck aches	79823003	0.15463333
panic strikes	79823003	0.75386053
gp	79823003	0.19528289
gp	224960004	0.11459977
pmr	203082005	0.25977865
fibromyalgia	203082005	1.
pmr	203082005	0.25977865
underactive thyroid	203082005	0.40729514
osteoarthritis	203082005	0.60044456
borderline kidney function	203082005	0.21977112
rhuemy doctor	203082005	0.27361417
mri scan	203082005	0.24446146
5mg aday	203082005	0.32797226
muscle lumps	203082005	0.32605034
acupuncture sessions	203082005	0.38102394
pmr	203082005	0.25977865
right foods etc	203082005	0.06479967
pmr	203082005	0.25977865
fibro	203082005	0.77729297
hi ascot	203082005	0.04344235
pmr	203082005	0.25977865
fibromyalgia	203082005	1.
steroids	203082005	0.16406009
gp	203082005	0.10828236
fibromyalgia	203082005	1.
diet etc	203082005	0.17972998
gastro problems	203082005	0.34109658
wishes grannie annie	203082005	0.14999036
panic attacks	79823003	0.7343409
ca n't	79823003	0.147845
body temp rise	79823003	0.1417521
ca n't	79823003	0.147845
scary feeling	79823003	0.42964303
silver linings	79823003	0.10625497
's hormones	79823003	0.07788149
cbt	79823003	0.2525723
subside depressive emotions	79823003	0.27074426
gp	79823003	0.19528289
40mg propranolol	162221009	0.30413336
heart rate	162221009	0.29943714
propranolol	162221009	0.3252188
liver specialists	419145002	0.14364207
red blob	79823003	0.23781054
extreme fatigue	32914008	0.46968752
brain fog	32914008	0.36573982
restless legs	32914008	1.
sleep disturbance	32914008	0.46522278
intermittent pain	162059005	0.46728122
left abdominal	162059005	0.44974422
stomach ache	162059005	0.8198751
groin ache	162059005	0.4664675
occasional sharp pain	162059005	0.43232718
left testicle	162059005	0.24987045
sound scan	162059005	0.22255872
dreadful medication	419145002	0.43591756
liquid pregab	419145002	0.13762294
small dose	419145002	0.23818858
liquid form	419145002	0.18461081
mirtazepine	79823003	0.26381224
bad chest pains	79823003	0.28542772
ecg	79823003	0.2713624
gp	79823003	0.19528289
tiny glimpses	224960004	0.1898769
citalopram	224960004	0.20668328
